,mean,std,min,max
dob_unique_count_for_name_homephone_3,1.564322,3.9648665047285077,1.0,72.0
dob_unique_count_for_name_homephone_7,2.182445,8.311883415288513,1.0,129.0
dob_unique_count_for_name_homephone_14,3.241995,15.829711873611387,1.0,235.0
dob_unique_count_for_name_homephone_30,5.556641,32.45825665892942,1.0,440.0
dob_unique_count_for_name_homephone_60,9.529109,61.63110600236605,1.0,831.0
dob_unique_count_for_fulladdress_dob_1,1.248106,1.7881081091926065,1.0,40.0
dob_unique_count_for_fulladdress_dob_3,1.56422,3.9645889458151884,1.0,72.0
dob_unique_count_for_fulladdress_dob_7,2.182179,8.311066410799242,1.0,129.0
dob_unique_count_for_fulladdress_dob_14,3.241308,15.826674790778798,1.0,235.0
dob_unique_count_for_fulladdress_dob_30,5.55468,32.448555823246174,1.0,440.0
dob_unique_count_for_fulladdress_dob_60,9.524329,61.60845733902719,1.0,831.0
dob_unique_count_for_fulladdress_homephone_1,1.248157,1.7881728945756465,1.0,40.0
dob_unique_count_for_fulladdress_homephone_3,1.564353,3.9648702893858614,1.0,72.0
dob_unique_count_for_fulladdress_homephone_7,2.182507,8.311887227497724,1.0,129.0
dob_unique_count_for_fulladdress_homephone_14,3.242115,15.829713702545638,1.0,235.0
dob_unique_count_for_fulladdress_homephone_30,5.556971,32.458251306046854,1.0,440.0
dob_unique_count_for_fulladdress_homephone_60,9.530298,61.63551485149224,1.0,832.0
dob_unique_count_for_dob_homephone_1,1.247976,1.7862712823740223,1.0,40.0
dob_unique_count_for_dob_homephone_3,1.56361,3.957213088452547,1.0,72.0
dob_unique_count_for_dob_homephone_7,2.179664,8.281934039656393,1.0,128.0
dob_unique_count_for_dob_homephone_14,3.233677,15.740660018957973,1.0,234.0
dob_unique_count_for_dob_homephone_30,5.521221,32.076073240821174,1.0,435.0
dob_unique_count_for_dob_homephone_60,9.404264,60.254216825036636,1.0,817.0
dob_unique_count_for_homephone_name_dob_1,1.248146,1.7881679899172143,1.0,40.0
dob_unique_count_for_homephone_name_dob_3,1.564322,3.9648665047285077,1.0,72.0
dob_unique_count_for_homephone_name_dob_7,2.182445,8.311883415288513,1.0,129.0
dob_unique_count_for_homephone_name_dob_14,3.241995,15.829711873611387,1.0,235.0
dob_unique_count_for_homephone_name_dob_30,5.556641,32.45825665892942,1.0,440.0
dob_unique_count_for_homephone_name_dob_60,9.529109,61.63110600236605,1.0,831.0
dob_unique_count_for_ssn_firstname_1,1.234524,1.74740938159065,1.0,40.0
dob_unique_count_for_ssn_firstname_3,1.5471,3.9403983449698847,1.0,72.0
dob_unique_count_for_ssn_firstname_7,2.162077,8.294821929996898,1.0,129.0
dob_unique_count_for_ssn_firstname_14,3.21882,15.813168621853388,1.0,235.0
dob_unique_count_for_ssn_firstname_30,5.528835,32.43706162233788,1.0,440.0
dob_unique_count_for_ssn_firstname_60,9.494571,61.60976547814424,1.0,831.0
dob_unique_count_for_ssn_lastname_1,1.234525,1.7474123948924245,1.0,40.0
dob_unique_count_for_ssn_lastname_3,1.547107,3.9404244007065277,1.0,72.0
dob_unique_count_for_ssn_lastname_7,2.162101,8.294900546166115,1.0,129.0
dob_unique_count_for_ssn_lastname_14,3.218865,15.813283946496142,1.0,235.0
dob_unique_count_for_ssn_lastname_30,5.528782,32.43603893351001,1.0,440.0
dob_unique_count_for_ssn_lastname_60,9.494145,61.604982776515264,1.0,831.0
dob_unique_count_for_ssn_address_1,1.248132,1.7882594075020568,1.0,40.0
dob_unique_count_for_ssn_address_3,1.564312,3.965262625586366,1.0,72.0
dob_unique_count_for_ssn_address_7,2.182471,8.31371520155621,1.0,129.0
dob_unique_count_for_ssn_address_14,3.242143,15.833911597498147,1.0,235.0
dob_unique_count_for_ssn_address_30,5.557145,32.469351097400164,1.0,440.0
dob_unique_count_for_ssn_address_60,9.532085,61.67882857849865,1.0,832.0
dob_unique_count_for_ssn_zip5_1,1.248132,1.7882409536898562,1.0,40.0
dob_unique_count_for_ssn_zip5_3,1.564321,3.9652745847061124,1.0,72.0
dob_unique_count_for_ssn_zip5_7,2.182497,8.313786559956467,1.0,129.0
dob_unique_count_for_ssn_zip5_14,3.242192,15.834023170021448,1.0,235.0
dob_unique_count_for_ssn_zip5_30,5.557261,32.46955483890355,1.0,440.0
dob_unique_count_for_ssn_zip5_60,9.53249,61.68002351528915,1.0,832.0
dob_unique_count_for_ssn_dob_1,1.234492,1.746970679146318,1.0,40.0
dob_unique_count_for_ssn_dob_3,1.546981,3.938868403573728,1.0,72.0
dob_unique_count_for_ssn_dob_7,2.161689,8.290133798269668,1.0,129.0
dob_unique_count_for_ssn_dob_14,3.217738,15.800653715143904,1.0,234.0
dob_unique_count_for_ssn_dob_30,5.525248,32.39761371059083,1.0,439.0
dob_unique_count_for_ssn_dob_60,9.483635,61.48923788034788,1.0,826.0
dob_unique_count_for_ssn_homephone_1,1.24815,1.7882597057883935,1.0,40.0
dob_unique_count_for_ssn_homephone_3,1.564354,3.965262952966336,1.0,72.0
dob_unique_count_for_ssn_homephone_7,2.182587,8.313709286792642,1.0,129.0
dob_unique_count_for_ssn_homephone_14,3.242405,15.83389426295686,1.0,235.0
dob_unique_count_for_ssn_homephone_30,5.55805,32.47133533719337,1.0,440.0
dob_unique_count_for_ssn_homephone_60,9.534498,61.68364566697215,1.0,832.0
dob_unique_count_for_ssn_name_1,1.234529,1.7474130025774905,1.0,40.0
dob_unique_count_for_ssn_name_3,1.547115,3.9404248126384727,1.0,72.0
dob_unique_count_for_ssn_name_7,2.162116,8.294900192782412,1.0,129.0
dob_unique_count_for_ssn_name_14,3.218899,15.813281958212427,1.0,235.0
dob_unique_count_for_ssn_name_30,5.529021,32.437263478233845,1.0,440.0
dob_unique_count_for_ssn_name_60,9.495007,61.61017968547194,1.0,831.0
dob_unique_count_for_ssn_fulladdress_1,1.248139,1.788263189410946,1.0,40.0
dob_unique_count_for_ssn_fulladdress_3,1.564332,3.9652892854794044,1.0,72.0
dob_unique_count_for_ssn_fulladdress_7,2.182518,8.3137931354744,1.0,129.0
dob_unique_count_for_ssn_fulladdress_14,3.242233,15.834024279605396,1.0,235.0
dob_unique_count_for_ssn_fulladdress_30,5.557372,32.46954971541007,1.0,440.0
dob_unique_count_for_ssn_fulladdress_60,9.532753,61.68000675806999,1.0,832.0
dob_unique_count_for_ssn_name_dob_1,1.234529,1.7474130025774905,1.0,40.0
dob_unique_count_for_ssn_name_dob_3,1.547115,3.9404248126384727,1.0,72.0
dob_unique_count_for_ssn_name_dob_7,2.162116,8.294900192782412,1.0,129.0
dob_unique_count_for_ssn_name_dob_14,3.218899,15.813281958212427,1.0,235.0
dob_unique_count_for_ssn_name_dob_30,5.529021,32.437263478233845,1.0,440.0
dob_unique_count_for_ssn_name_dob_60,9.495007,61.61017968547194,1.0,831.0
homephone_unique_count_for_ssn_1,1.20009,0.6250219056634727,1.0,31.0
homephone_unique_count_for_ssn_3,1.445197,0.8580835434203986,1.0,32.0
homephone_unique_count_for_ssn_7,1.922668,1.204575947285735,1.0,33.0
homephone_unique_count_for_ssn_14,2.738083,1.7245171669375128,1.0,35.0
homephone_unique_count_for_ssn_30,4.518517,2.8064837425215976,1.0,49.0
homephone_unique_count_for_ssn_60,7.565227,4.734139187934682,1.0,86.0
homephone_unique_count_for_address_1,1.185955,0.4935746970715539,1.0,22.0
homephone_unique_count_for_address_3,1.427166,0.7384834147113388,1.0,25.0
homephone_unique_count_for_address_7,1.901185,1.1016976942480894,1.0,27.0
homephone_unique_count_for_address_14,2.713123,1.6368516322943323,1.0,29.0
homephone_unique_count_for_address_30,4.488005,2.7333282991737025,1.0,49.0
homephone_unique_count_for_address_60,7.524693,4.666024434954721,1.0,85.0
homephone_unique_count_for_dob_1,1.200162,0.6251076423500274,1.0,31.0
homephone_unique_count_for_dob_3,1.445388,0.8582751692191374,1.0,32.0
homephone_unique_count_for_dob_7,1.923214,1.2050034698044407,1.0,33.0
homephone_unique_count_for_dob_14,2.739355,1.7250072926280604,1.0,35.0
homephone_unique_count_for_dob_30,4.522587,2.808589274994488,1.0,49.0
homephone_unique_count_for_dob_60,7.578064,4.743347395171413,1.0,86.0
homephone_unique_count_for_name_1,1.20008,0.6250155072000252,1.0,31.0
homephone_unique_count_for_name_3,1.445176,0.8580740441890089,1.0,32.0
homephone_unique_count_for_name_7,1.92262,1.2045180722894568,1.0,33.0
homephone_unique_count_for_name_14,2.737974,1.7243901382397135,1.0,35.0
homephone_unique_count_for_name_30,4.518183,2.8059642285591093,1.0,49.0
homephone_unique_count_for_name_60,7.564087,4.731595211391435,1.0,86.0
homephone_unique_count_for_fulladdress_1,1.185962,0.49358117688910524,1.0,22.0
homephone_unique_count_for_fulladdress_3,1.427176,0.7384871091587368,1.0,25.0
homephone_unique_count_for_fulladdress_7,1.901212,1.1017169077555085,1.0,27.0
homephone_unique_count_for_fulladdress_14,2.713195,1.636919231813081,1.0,29.0
homephone_unique_count_for_fulladdress_30,4.488251,2.7335196054035427,1.0,49.0
homephone_unique_count_for_fulladdress_60,7.525465,4.66658990172239,1.0,85.0
homephone_unique_count_for_name_dob_1,1.200195,0.6251394666558125,1.0,31.0
homephone_unique_count_for_name_dob_3,1.445454,0.8583306301261564,1.0,32.0
homephone_unique_count_for_name_dob_7,1.923382,1.2052232717023628,1.0,33.0
homephone_unique_count_for_name_dob_14,2.739789,1.7258019045771331,1.0,35.0
homephone_unique_count_for_name_dob_30,4.523954,2.810947901914911,1.0,49.0
homephone_unique_count_for_name_dob_60,7.582172,4.749734763382122,1.0,87.0
homephone_unique_count_for_name_fulladdress_1,1.200102,0.6250436627018553,1.0,31.0
homephone_unique_count_for_name_fulladdress_3,1.44523,0.8581159498988689,1.0,32.0
homephone_unique_count_for_name_fulladdress_7,1.922787,1.2046778008586236,1.0,33.0
homephone_unique_count_for_name_fulladdress_14,2.738346,1.7247336487066864,1.0,35.0
homephone_unique_count_for_name_fulladdress_30,4.519292,2.8068390935442347,1.0,49.0
homephone_unique_count_for_name_fulladdress_60,7.567424,4.733939629366604,1.0,86.0
homephone_unique_count_for_name_homephone_1,1.20008,0.6250155072000252,1.0,31.0
homephone_unique_count_for_name_homephone_3,1.445176,0.8580740441890089,1.0,32.0
homephone_unique_count_for_name_homephone_7,1.92262,1.2045180722894568,1.0,33.0
homephone_unique_count_for_name_homephone_14,2.737974,1.7243901382397135,1.0,35.0
homephone_unique_count_for_name_homephone_30,4.518183,2.8059642285591093,1.0,49.0
homephone_unique_count_for_name_homephone_60,7.564087,4.731595211391435,1.0,86.0
homephone_unique_count_for_fulladdress_dob_1,1.200208,0.6251584979503447,1.0,31.0
homephone_unique_count_for_fulladdress_dob_3,1.445488,0.8583502657005743,1.0,32.0
homephone_unique_count_for_fulladdress_dob_7,1.923464,1.2052774342067316,1.0,33.0
homephone_unique_count_for_fulladdress_dob_14,2.739955,1.725918473384932,1.0,35.0
homephone_unique_count_for_fulladdress_dob_30,4.524413,2.8112481051169085,1.0,49.0
homephone_unique_count_for_fulladdress_dob_60,7.583536,4.750497690142238,1.0,87.0
homephone_unique_count_for_fulladdress_homephone_1,1.185962,0.49358117688910524,1.0,22.0
homephone_unique_count_for_fulladdress_homephone_3,1.427176,0.7384871091587368,1.0,25.0
homephone_unique_count_for_fulladdress_homephone_7,1.901212,1.1017169077555085,1.0,27.0
homephone_unique_count_for_fulladdress_homephone_14,2.713195,1.636919231813081,1.0,29.0
homephone_unique_count_for_fulladdress_homephone_30,4.488251,2.7335196054035427,1.0,49.0
homephone_unique_count_for_fulladdress_homephone_60,7.525465,4.66658990172239,1.0,85.0
homephone_unique_count_for_dob_homephone_1,1.200162,0.6251076423500274,1.0,31.0
homephone_unique_count_for_dob_homephone_3,1.445388,0.8582751692191374,1.0,32.0
homephone_unique_count_for_dob_homephone_7,1.923214,1.2050034698044407,1.0,33.0
homephone_unique_count_for_dob_homephone_14,2.739355,1.7250072926280604,1.0,35.0
homephone_unique_count_for_dob_homephone_30,4.522587,2.808589274994488,1.0,49.0
homephone_unique_count_for_dob_homephone_60,7.578064,4.743347395171413,1.0,86.0
homephone_unique_count_for_homephone_name_dob_1,1.200195,0.6251394666558125,1.0,31.0
homephone_unique_count_for_homephone_name_dob_3,1.445454,0.8583306301261564,1.0,32.0
homephone_unique_count_for_homephone_name_dob_7,1.923382,1.2052232717023628,1.0,33.0
homephone_unique_count_for_homephone_name_dob_14,2.739789,1.7258019045771331,1.0,35.0
homephone_unique_count_for_homephone_name_dob_30,4.523954,2.810947901914911,1.0,49.0
homephone_unique_count_for_homephone_name_dob_60,7.582172,4.749734763382122,1.0,87.0
homephone_unique_count_for_ssn_firstname_1,1.200096,0.6250311843816848,1.0,31.0
homephone_unique_count_for_ssn_firstname_3,1.445211,0.8580984219902745,1.0,32.0
homephone_unique_count_for_ssn_firstname_7,1.922703,1.2046076642875627,1.0,33.0
homephone_unique_count_for_ssn_firstname_14,2.738172,1.7245959157548936,1.0,35.0
homephone_unique_count_for_ssn_firstname_30,4.518848,2.806753396857995,1.0,49.0
homephone_unique_count_for_ssn_firstname_60,7.566224,4.734862490166565,1.0,86.0
homephone_unique_count_for_ssn_lastname_1,1.200096,0.6250279845299501,1.0,31.0
homephone_unique_count_for_ssn_lastname_3,1.445213,0.8580997150409504,1.0,32.0
homephone_unique_count_for_ssn_lastname_7,1.92272,1.2046207920863437,1.0,33.0
homephone_unique_count_for_ssn_lastname_14,2.738216,1.7246333267428458,1.0,35.0
homephone_unique_count_for_ssn_lastname_30,4.518931,2.8068230253206203,1.0,49.0
homephone_unique_count_for_ssn_lastname_60,7.56638,4.735006664817011,1.0,86.0
homephone_unique_count_for_ssn_address_1,1.200112,0.6250468607548846,1.0,31.0
homephone_unique_count_for_ssn_address_3,1.445257,0.8581328220870521,1.0,32.0
homephone_unique_count_for_ssn_address_7,1.922849,1.2047473488649418,1.0,33.0
homephone_unique_count_for_ssn_address_14,2.738485,1.7248918458928775,1.0,35.0
homephone_unique_count_for_ssn_address_30,4.519721,2.8074466983384165,1.0,49.0
homephone_unique_count_for_ssn_address_60,7.56881,4.736632730073292,1.0,86.0
homephone_unique_count_for_ssn_zip5_1,1.200114,0.6250478203241983,1.0,31.0
homephone_unique_count_for_ssn_zip5_3,1.445251,0.858120785993652,1.0,32.0
homephone_unique_count_for_ssn_zip5_7,1.922822,1.2047128320359315,1.0,33.0
homephone_unique_count_for_ssn_zip5_14,2.73843,1.7248368358076047,1.0,35.0
homephone_unique_count_for_ssn_zip5_30,4.519576,2.8073212607857156,1.0,49.0
homephone_unique_count_for_ssn_zip5_60,7.568349,4.7362479713416565,1.0,86.0
homephone_unique_count_for_ssn_dob_1,1.200194,0.6251405867253559,1.0,31.0
homephone_unique_count_for_ssn_dob_3,1.445461,0.8583392302716315,1.0,32.0
homephone_unique_count_for_ssn_dob_7,1.923398,1.2052508395474364,1.0,33.0
homephone_unique_count_for_ssn_dob_14,2.739847,1.7258529471515998,1.0,35.0
homephone_unique_count_for_ssn_dob_30,4.524146,2.8111152365330483,1.0,49.0
homephone_unique_count_for_ssn_dob_60,7.582769,4.750321868898101,1.0,87.0
homephone_unique_count_for_ssn_homephone_1,1.20009,0.6250219056634727,1.0,31.0
homephone_unique_count_for_ssn_homephone_3,1.445197,0.8580835434203986,1.0,32.0
homephone_unique_count_for_ssn_homephone_7,1.922668,1.204575947285735,1.0,33.0
homephone_unique_count_for_ssn_homephone_14,2.738083,1.7245171669375128,1.0,35.0
homephone_unique_count_for_ssn_homephone_30,4.518517,2.8064837425215976,1.0,49.0
homephone_unique_count_for_ssn_homephone_60,7.565227,4.734139187934682,1.0,86.0
homephone_unique_count_for_ssn_name_1,1.200102,0.6250372631097691,1.0,31.0
homephone_unique_count_for_ssn_name_3,1.445225,0.8581144654068187,1.0,32.0
homephone_unique_count_for_ssn_name_7,1.922747,1.20464950303812,1.0,33.0
homephone_unique_count_for_ssn_name_14,2.738284,1.724696990757376,1.0,35.0
homephone_unique_count_for_ssn_name_30,4.51918,2.8070244044166426,1.0,49.0
homephone_unique_count_for_ssn_name_60,7.567168,4.735557082884751,1.0,86.0
homephone_unique_count_for_ssn_fulladdress_1,1.200119,0.6250518190716235,1.0,31.0
homephone_unique_count_for_ssn_fulladdress_3,1.445267,0.8581357905937952,1.0,32.0
homephone_unique_count_for_ssn_fulladdress_7,1.922876,1.2047644334400138,1.0,33.0
homephone_unique_count_for_ssn_fulladdress_14,2.738557,1.724954936574093,1.0,35.0
homephone_unique_count_for_ssn_fulladdress_30,4.519967,2.807630175407832,1.0,49.0
homephone_unique_count_for_ssn_fulladdress_60,7.569571,4.737124477600179,1.0,86.0
homephone_unique_count_for_ssn_name_dob_1,1.200203,0.6251465025091717,1.0,31.0
homephone_unique_count_for_ssn_name_dob_3,1.445475,0.858344779877376,1.0,32.0
homephone_unique_count_for_ssn_name_dob_7,1.923438,1.2052749532148468,1.0,33.0
homephone_unique_count_for_ssn_name_dob_14,2.739947,1.7259259590212386,1.0,35.0
homephone_unique_count_for_ssn_name_dob_30,4.524484,2.8113534885292446,1.0,49.0
homephone_unique_count_for_ssn_name_dob_60,7.5838,4.75097023056712,1.0,87.0
name_unique_count_for_ssn_1,1.006811,0.08834374954541857,1.0,6.0
name_unique_count_for_ssn_3,1.015552,0.14245755715378788,1.0,7.0
name_unique_count_for_ssn_7,1.032892,0.23295529743953053,1.0,10.0
name_unique_count_for_ssn_14,1.06216,0.3718336626209391,1.0,14.0
name_unique_count_for_ssn_30,1.126971,0.6663946347673834,1.0,22.0
name_unique_count_for_ssn_60,1.239013,1.184092558848907,1.0,36.0
name_unique_count_for_address_1,1.020157,0.3895315739265164,1.0,34.0
name_unique_count_for_address_3,1.031949,0.4421611209795967,1.0,34.0
name_unique_count_for_address_7,1.051422,0.5013781300537705,1.0,34.0
name_unique_count_for_address_14,1.081786,0.5894789204752521,1.0,34.0
name_unique_count_for_address_30,1.147347,0.8136611847950698,1.0,34.0
name_unique_count_for_address_60,1.259958,1.273721892962544,1.0,36.0
name_unique_count_for_dob_1,1.006934,0.08903891043648401,1.0,6.0
name_unique_count_for_dob_3,1.01583,0.14344835892186292,1.0,7.0
name_unique_count_for_dob_7,1.033536,0.23434886733780674,1.0,10.0
name_unique_count_for_dob_14,1.063382,0.37325709825496767,1.0,14.0
name_unique_count_for_dob_30,1.129612,0.6681475704306563,1.0,22.0
name_unique_count_for_dob_60,1.244444,1.1875514899008373,1.0,36.0
name_unique_count_for_homephone_1,1.020223,0.3896128617894817,1.0,34.0
name_unique_count_for_homephone_3,1.032109,0.44234625328094196,1.0,34.0
name_unique_count_for_homephone_7,1.051765,0.501776480669653,1.0,34.0
name_unique_count_for_homephone_14,1.082454,0.590179367821842,1.0,34.0
name_unique_count_for_homephone_30,1.148827,0.8151013363089373,1.0,34.0
name_unique_count_for_homephone_60,1.262854,1.2769563051600272,1.0,36.0
name_unique_count_for_fulladdress_1,1.020157,0.3895315739265164,1.0,34.0
name_unique_count_for_fulladdress_3,1.031949,0.4421611209795967,1.0,34.0
name_unique_count_for_fulladdress_7,1.051422,0.5013781300537705,1.0,34.0
name_unique_count_for_fulladdress_14,1.081786,0.5894789204752521,1.0,34.0
name_unique_count_for_fulladdress_30,1.147348,0.813661618207894,1.0,34.0
name_unique_count_for_fulladdress_60,1.259959,1.2737220814178973,1.0,36.0
name_unique_count_for_name_dob_1,1.006934,0.08903891043648401,1.0,6.0
name_unique_count_for_name_dob_3,1.01583,0.14344835892186292,1.0,7.0
name_unique_count_for_name_dob_7,1.033536,0.23434886733780674,1.0,10.0
name_unique_count_for_name_dob_14,1.063382,0.37325709825496767,1.0,14.0
name_unique_count_for_name_dob_30,1.129612,0.6681475704306563,1.0,22.0
name_unique_count_for_name_dob_60,1.244444,1.1875514899008373,1.0,36.0
name_unique_count_for_name_fulladdress_1,1.020157,0.3895315739265164,1.0,34.0
name_unique_count_for_name_fulladdress_3,1.031949,0.4421611209795967,1.0,34.0
name_unique_count_for_name_fulladdress_7,1.051422,0.5013781300537705,1.0,34.0
name_unique_count_for_name_fulladdress_14,1.081786,0.5894789204752521,1.0,34.0
name_unique_count_for_name_fulladdress_30,1.147348,0.813661618207894,1.0,34.0
name_unique_count_for_name_fulladdress_60,1.259959,1.2737220814178973,1.0,36.0
name_unique_count_for_name_homephone_1,1.020223,0.3896128617894817,1.0,34.0
name_unique_count_for_name_homephone_3,1.032109,0.44234625328094196,1.0,34.0
name_unique_count_for_name_homephone_7,1.051765,0.501776480669653,1.0,34.0
name_unique_count_for_name_homephone_14,1.082454,0.590179367821842,1.0,34.0
name_unique_count_for_name_homephone_30,1.148827,0.8151013363089373,1.0,34.0
name_unique_count_for_name_homephone_60,1.262854,1.2769563051600272,1.0,36.0
name_unique_count_for_fulladdress_dob_1,1.020304,0.3897151516948422,1.0,34.0
name_unique_count_for_fulladdress_dob_3,1.03228,0.44253835702528016,1.0,34.0
name_unique_count_for_fulladdress_dob_7,1.052148,0.5021581805150962,1.0,34.0
name_unique_count_for_fulladdress_dob_14,1.083182,0.5908105482549071,1.0,34.0
name_unique_count_for_fulladdress_dob_30,1.150346,0.8162602198899521,1.0,34.0
name_unique_count_for_fulladdress_dob_60,1.266061,1.2798570944885135,1.0,36.0
name_unique_count_for_fulladdress_homephone_1,1.02024,0.38963636151880526,1.0,34.0
name_unique_count_for_fulladdress_homephone_3,1.032152,0.44239399250599976,1.0,34.0
name_unique_count_for_fulladdress_homephone_7,1.051862,0.5018690913277317,1.0,34.0
name_unique_count_for_fulladdress_homephone_14,1.082632,0.5903255890313011,1.0,34.0
name_unique_count_for_fulladdress_homephone_30,1.149203,0.8153858777543249,1.0,34.0
name_unique_count_for_fulladdress_homephone_60,1.263614,1.2774628334827567,1.0,36.0
name_unique_count_for_dob_homephone_1,1.020328,0.3897472569739739,1.0,34.0
name_unique_count_for_dob_homephone_3,1.032334,0.442606719726768,1.0,34.0
name_unique_count_for_dob_homephone_7,1.052278,0.5023218719590854,1.0,34.0
name_unique_count_for_dob_homephone_14,1.083424,0.5911148666988862,1.0,34.0
name_unique_count_for_dob_homephone_30,1.150892,0.8169603856793626,1.0,34.0
name_unique_count_for_dob_homephone_60,1.267132,1.2815413129960032,1.0,36.0
name_unique_count_for_homephone_name_dob_1,1.020328,0.3897472569739739,1.0,34.0
name_unique_count_for_homephone_name_dob_3,1.032334,0.442606719726768,1.0,34.0
name_unique_count_for_homephone_name_dob_7,1.052278,0.5023218719590854,1.0,34.0
name_unique_count_for_homephone_name_dob_14,1.083424,0.5911148666988862,1.0,34.0
name_unique_count_for_homephone_name_dob_30,1.150892,0.8169603856793626,1.0,34.0
name_unique_count_for_homephone_name_dob_60,1.267132,1.2815413129960032,1.0,36.0
name_unique_count_for_ssn_firstname_1,1.006811,0.08834374954541857,1.0,6.0
name_unique_count_for_ssn_firstname_3,1.015552,0.14245755715378788,1.0,7.0
name_unique_count_for_ssn_firstname_7,1.032892,0.23295529743953053,1.0,10.0
name_unique_count_for_ssn_firstname_14,1.06216,0.3718336626209391,1.0,14.0
name_unique_count_for_ssn_firstname_30,1.126971,0.6663946347673834,1.0,22.0
name_unique_count_for_ssn_firstname_60,1.239013,1.184092558848907,1.0,36.0
name_unique_count_for_ssn_lastname_1,1.006811,0.08834374954541857,1.0,6.0
name_unique_count_for_ssn_lastname_3,1.015552,0.14245755715378788,1.0,7.0
name_unique_count_for_ssn_lastname_7,1.032892,0.23295529743953053,1.0,10.0
name_unique_count_for_ssn_lastname_14,1.06216,0.3718336626209391,1.0,14.0
name_unique_count_for_ssn_lastname_30,1.126971,0.6663946347673834,1.0,22.0
name_unique_count_for_ssn_lastname_60,1.239013,1.184092558848907,1.0,36.0
name_unique_count_for_ssn_address_1,1.020179,0.38956124000872316,1.0,34.0
name_unique_count_for_ssn_address_3,1.032,0.44222640758108944,1.0,34.0
name_unique_count_for_ssn_address_7,1.05152,0.501507668049482,1.0,34.0
name_unique_count_for_ssn_address_14,1.081996,0.5898245534715132,1.0,34.0
name_unique_count_for_ssn_address_30,1.147807,0.8145162700515802,1.0,34.0
name_unique_count_for_ssn_address_60,1.260898,1.2759819206156533,1.0,36.0
name_unique_count_for_ssn_zip5_1,1.020172,0.3894550578597787,1.0,34.0
name_unique_count_for_ssn_zip5_3,1.031988,0.44208252996206976,1.0,34.0
name_unique_count_for_ssn_zip5_7,1.051485,0.501360694647039,1.0,34.0
name_unique_count_for_ssn_zip5_14,1.081936,0.5896819817771396,1.0,34.0
name_unique_count_for_ssn_zip5_30,1.147683,0.8143779188663186,1.0,34.0
name_unique_count_for_ssn_zip5_60,1.260652,1.2758119620833435,1.0,36.0
name_unique_count_for_ssn_dob_1,1.006951,0.0891442176799715,1.0,6.0
name_unique_count_for_ssn_dob_3,1.015871,0.14360059881484222,1.0,7.0
name_unique_count_for_ssn_dob_7,1.033619,0.2346461546642631,1.0,10.0
name_unique_count_for_ssn_dob_14,1.063567,0.3739363265868338,1.0,14.0
name_unique_count_for_ssn_dob_30,1.129989,0.6693835282983301,1.0,22.0
name_unique_count_for_ssn_dob_60,1.245204,1.1902018379135155,1.0,36.0
name_unique_count_for_ssn_homephone_1,1.020243,0.38963748891813493,1.0,34.0
name_unique_count_for_ssn_homephone_3,1.032151,0.442397455817219,1.0,34.0
name_unique_count_for_ssn_homephone_7,1.051845,0.5018738365873399,1.0,34.0
name_unique_count_for_ssn_homephone_14,1.08263,0.5904241117162906,1.0,34.0
name_unique_count_for_ssn_homephone_30,1.149187,0.8157235465769369,1.0,34.0
name_unique_count_for_ssn_homephone_60,1.263625,1.2787229936493951,1.0,36.0
name_unique_count_for_ssn_name_1,1.006811,0.08834374954541857,1.0,6.0
name_unique_count_for_ssn_name_3,1.015552,0.14245755715378788,1.0,7.0
name_unique_count_for_ssn_name_7,1.032892,0.23295529743953053,1.0,10.0
name_unique_count_for_ssn_name_14,1.06216,0.3718336626209391,1.0,14.0
name_unique_count_for_ssn_name_30,1.126971,0.6663946347673834,1.0,22.0
name_unique_count_for_ssn_name_60,1.239013,1.184092558848907,1.0,36.0
name_unique_count_for_ssn_fulladdress_1,1.020179,0.38956124000872316,1.0,34.0
name_unique_count_for_ssn_fulladdress_3,1.032,0.44222640758108944,1.0,34.0
name_unique_count_for_ssn_fulladdress_7,1.05152,0.501507668049482,1.0,34.0
name_unique_count_for_ssn_fulladdress_14,1.081996,0.5898245534715132,1.0,34.0
name_unique_count_for_ssn_fulladdress_30,1.147808,0.814516702458537,1.0,34.0
name_unique_count_for_ssn_fulladdress_60,1.260899,1.2759821079999136,1.0,36.0
name_unique_count_for_ssn_name_dob_1,1.006951,0.0891442176799715,1.0,6.0
name_unique_count_for_ssn_name_dob_3,1.015871,0.14360059881484222,1.0,7.0
name_unique_count_for_ssn_name_dob_7,1.033619,0.2346461546642631,1.0,10.0
name_unique_count_for_ssn_name_dob_14,1.063567,0.3739363265868338,1.0,14.0
name_unique_count_for_ssn_name_dob_30,1.129989,0.6693835282983301,1.0,22.0
name_unique_count_for_ssn_name_dob_60,1.245204,1.1902018379135155,1.0,36.0
fulladdress_unique_count_for_ssn_1,1.022484,0.4807002192777319,1.0,30.0
fulladdress_unique_count_for_ssn_3,1.02797,0.539334747609471,1.0,30.0
fulladdress_unique_count_for_ssn_7,1.031725,0.5749094319099232,1.0,30.0
fulladdress_unique_count_for_ssn_14,1.034103,0.5949809571727884,1.0,30.0
fulladdress_unique_count_for_ssn_30,1.03624,0.6080320979173877,1.0,30.0
fulladdress_unique_count_for_ssn_60,1.038559,0.6136860599094894,1.0,30.0
fulladdress_unique_count_for_address_1,1.0,0.0,1.0,1.0
fulladdress_unique_count_for_address_3,1.0,0.0,1.0,1.0
fulladdress_unique_count_for_address_7,1.0,0.0,1.0,1.0
